 ,Area,Mean,Min,Max,Angle,Length
1,370.766,104.502,37.012,238.190,-66.571,538.938
2,305.670,101.829,36.940,229.051,114.664,444.387
3,410.861,82.261,24.224,207.360,-114.738,597.407
4,337.274,94.194,25.508,226.596,23.620,490.248
5,340.105,37.270,21.867,200.667,1.909,494.780
6,375.955,36.971,22.585,153.735,-0.288,546.710
7,421.711,84.961,22.155,205.058,4.497,613.151
8,344.822,106.091,33.024,228.171,71.466,501.274
9,357.086,97.923,25.709,236.619,-107.716,519.124
