 ,Area,Mean,Min,Max,Angle,Length
1,356.615,103.052,27.973,187.553,19.347,518.280
2,361.803,89.424,40.454,196.615,90.449,526.115
3,447.183,133.599,29.404,234.867,64.084,650.590
4,393.880,73.724,25.916,127.937,-101.768,572.473
5,371.709,106.256,31.503,235.581,-160.875,540.841
6,336.803,66.576,28.696,125.908,80.643,490.036
7,372.181,53.644,28.007,137.255,-100.682,540.968
8,381.615,59.555,21.503,142.883,-37.664,555.273
9,381.144,70.925,24.114,207.381,142.250,554.186
