 ,Area,Mean,Min,Max,Angle,Length
1,347.652,67.047,25.258,147.223,84.072,505.450
2,364.634,82.327,23.027,232.722,-95.504,529.915
3,343.878,88.490,26.587,194.112,50.578,499.672
4,371.238,73.282,33.376,237.377,-64.869,540.143
5,339.633,95.153,38.667,198.190,47.029,493.730
6,344.822,137.880,18.254,246.142,31.556,501.330
7,378.313,109.944,23.186,200.775,-154.715,549.940
8,370.294,65.103,23.310,199.661,-70.779,538.246
9,335.387,68.591,0.000,205.612,-143.356,487.916
